"","tool","run","parameter","moment","value"
"7070","nm7","229","min","status","0"
"7071","nm7","229","ofv","estimate","2754.96207148441"
"7072","nm7","229","OMEGA1.1","estimate","0.148901"
"7073","nm7","229","OMEGA1.1","prse",NA
"7074","nm7","229","OMEGA2.1","estimate","0"
"7075","nm7","229","OMEGA2.1","prse",NA
"7076","nm7","229","OMEGA2.2","estimate","0.14847"
"7077","nm7","229","OMEGA2.2","prse",NA
"7078","nm7","229","OMEGA3.1","estimate","0"
"7079","nm7","229","OMEGA3.1","prse",NA
"7080","nm7","229","OMEGA3.2","estimate","0"
"7081","nm7","229","OMEGA3.2","prse",NA
"7082","nm7","229","OMEGA3.3","estimate","0.10816"
"7083","nm7","229","OMEGA3.3","prse",NA
"7084","nm7","229","SIGMA1.1","estimate","0.0713604"
"7085","nm7","229","SIGMA1.1","prse",NA
"7086","nm7","229","THETA1","estimate","8.25467"
"7087","nm7","229","THETA1","prse",NA
"7088","nm7","229","THETA2","estimate","20.7089"
"7089","nm7","229","THETA2","prse",NA
"7090","nm7","229","THETA3","estimate","0.0669189"
"7091","nm7","229","THETA3","prse",NA
"7092","nm7","229","THETA4","estimate","3.47603"
"7093","nm7","229","THETA4","prse",NA
"7094","nm7","229","THETA5","estimate","98.1852"
"7095","nm7","229","THETA5","prse",NA
"7096","nm7","229","THETA6","estimate","1.10347"
"7097","nm7","229","THETA6","prse",NA
"7098","nm7","229","THETA7","estimate","2.15117"
"7099","nm7","229","THETA7","prse",NA
"7100","nm7","230","prob","text","230 phase1 2 CMT like 1004 but diff. initial on V3"
"7101","nm7","230","min","status","0"
"7102","nm7","230","ofv","estimate","2515.75746140948"
"7103","nm7","230","OMEGA1.1","estimate","0.112719"
"7104","nm7","230","OMEGA1.1","prse",NA
"7105","nm7","230","OMEGA2.1","estimate","0"
"7106","nm7","230","OMEGA2.1","prse",NA
"7107","nm7","230","OMEGA2.2","estimate","0.107676"
"7108","nm7","230","OMEGA2.2","prse",NA
"7109","nm7","230","OMEGA3.1","estimate","0"
"7110","nm7","230","OMEGA3.1","prse",NA
"7111","nm7","230","OMEGA3.2","estimate","0"
"7112","nm7","230","OMEGA3.2","prse",NA
"7113","nm7","230","OMEGA3.3","estimate","0.111696"
"7114","nm7","230","OMEGA3.3","prse",NA
"7115","nm7","230","SIGMA1.1","estimate","0.0650777"
"7116","nm7","230","SIGMA1.1","prse",NA
"7117","nm7","230","THETA1","estimate","9.04476"
"7118","nm7","230","THETA1","prse",NA
"7119","nm7","230","THETA2","estimate","20.9333"
"7120","nm7","230","THETA2","prse",NA
"7121","nm7","230","THETA3","estimate","0.0688735"
"7122","nm7","230","THETA3","prse",NA
"7123","nm7","230","THETA4","estimate","3.90386"
"7124","nm7","230","THETA4","prse",NA
"7125","nm7","230","THETA5","estimate","106.632"
"7126","nm7","230","THETA5","prse",NA
"7127","nm7","230","THETA6","estimate","0.934508"
"7128","nm7","230","THETA6","prse",NA
"7129","nm7","230","THETA7","estimate","1.3388"
"7130","nm7","230","THETA7","prse",NA
"7131","nm7","231","prob","text","231 phase1 2 CMT like 1004 but diff. initial on V3"
"7132","nm7","231","min","status","0"
"7133","nm7","231","ofv","estimate","1991.32064115815"
"7134","nm7","231","OMEGA1.1","estimate","0.239068"
"7135","nm7","231","OMEGA1.1","prse",NA
"7136","nm7","231","OMEGA2.1","estimate","0"
"7137","nm7","231","OMEGA2.1","prse",NA
"7138","nm7","231","OMEGA2.2","estimate","0.152847"
"7139","nm7","231","OMEGA2.2","prse",NA
"7140","nm7","231","OMEGA3.1","estimate","0"
"7141","nm7","231","OMEGA3.1","prse",NA
"7142","nm7","231","OMEGA3.2","estimate","0"
"7143","nm7","231","OMEGA3.2","prse",NA
"7144","nm7","231","OMEGA3.3","estimate","0.072646"
"7145","nm7","231","OMEGA3.3","prse",NA
"7146","nm7","231","SIGMA1.1","estimate","0.0761423"
"7147","nm7","231","SIGMA1.1","prse",NA
"7148","nm7","231","THETA1","estimate","9.15843"
"7149","nm7","231","THETA1","prse",NA
"7150","nm7","231","THETA2","estimate","18.5842"
"7151","nm7","231","THETA2","prse",NA
"7152","nm7","231","THETA3","estimate","0.062896"
"7153","nm7","231","THETA3","prse",NA
"7154","nm7","231","THETA4","estimate","3.30771"
"7155","nm7","231","THETA4","prse",NA
"7156","nm7","231","THETA5","estimate","88.7579"
"7157","nm7","231","THETA5","prse",NA
"7158","nm7","231","THETA6","estimate","0.885182"
"7159","nm7","231","THETA6","prse",NA
"7160","nm7","231","THETA7","estimate","1.90779"
"7161","nm7","231","THETA7","prse",NA
"7162","nm7","232","prob","text","232 phase1 2 CMT like 1004 but diff. initial on V3"
"7163","nm7","232","min","status","0"
"7164","nm7","232","ofv","estimate","2731.92353511718"
"7165","nm7","232","OMEGA1.1","estimate","0.188187"
"7166","nm7","232","OMEGA1.1","prse",NA
"7167","nm7","232","OMEGA2.1","estimate","0"
"7168","nm7","232","OMEGA2.1","prse",NA
"7169","nm7","232","OMEGA2.2","estimate","0.150325"
"7170","nm7","232","OMEGA2.2","prse",NA
"7171","nm7","232","OMEGA3.1","estimate","0"
"7172","nm7","232","OMEGA3.1","prse",NA
"7173","nm7","232","OMEGA3.2","estimate","0"
"7174","nm7","232","OMEGA3.2","prse",NA
"7175","nm7","232","OMEGA3.3","estimate","0.0438163"
"7176","nm7","232","OMEGA3.3","prse",NA
"7177","nm7","232","SIGMA1.1","estimate","0.0603456"
"7178","nm7","232","SIGMA1.1","prse",NA
"7179","nm7","232","THETA1","estimate","7.30339"
"7180","nm7","232","THETA1","prse",NA
"7181","nm7","232","THETA2","estimate","21.437"
"7182","nm7","232","THETA2","prse",NA
"7183","nm7","232","THETA3","estimate","0.0701857"
"7184","nm7","232","THETA3","prse",NA
"7185","nm7","232","THETA4","estimate","3.72981"
"7186","nm7","232","THETA4","prse",NA
"7187","nm7","232","THETA5","estimate","96.9161"
"7188","nm7","232","THETA5","prse",NA
"7189","nm7","232","THETA6","estimate","1.16855"
"7190","nm7","232","THETA6","prse",NA
"7191","nm7","232","THETA7","estimate","1.62761"
"7192","nm7","232","THETA7","prse",NA
"7193","nm7","233","prob","text","233 phase1 2 CMT like 1004 but diff. initial on V3"
"7194","nm7","233","min","status","0"
"7195","nm7","233","ofv","estimate","2627.30300846949"
"7196","nm7","233","OMEGA1.1","estimate","0.196792"
"7197","nm7","233","OMEGA1.1","prse",NA
"7198","nm7","233","OMEGA2.1","estimate","0"
"7199","nm7","233","OMEGA2.1","prse",NA
"7200","nm7","233","OMEGA2.2","estimate","0.0872487"
"7201","nm7","233","OMEGA2.2","prse",NA
"7202","nm7","233","OMEGA3.1","estimate","0"
"7203","nm7","233","OMEGA3.1","prse",NA
"7204","nm7","233","OMEGA3.2","estimate","0"
"7205","nm7","233","OMEGA3.2","prse",NA
"7206","nm7","233","OMEGA3.3","estimate","0.124926"
"7207","nm7","233","OMEGA3.3","prse",NA
"7208","nm7","233","SIGMA1.1","estimate","0.0678518"
"7209","nm7","233","SIGMA1.1","prse",NA
"7210","nm7","233","THETA1","estimate","8.86371"
"7211","nm7","233","THETA1","prse",NA
"7212","nm7","233","THETA2","estimate","22.1991"
"7213","nm7","233","THETA2","prse",NA
"7214","nm7","233","THETA3","estimate","0.0742251"
"7215","nm7","233","THETA3","prse",NA
"7216","nm7","233","THETA4","estimate","4.36141"
"7217","nm7","233","THETA4","prse",NA
"7218","nm7","233","THETA5","estimate","123.383"
"7219","nm7","233","THETA5","prse",NA
"7220","nm7","233","THETA6","estimate","0.935615"
"7221","nm7","233","THETA6","prse",NA
"7222","nm7","233","THETA7","estimate","1.85563"
"7223","nm7","233","THETA7","prse",NA
"7224","nm7","234","prob","text","234 phase1 2 CMT like 1004 but diff. initial on V3"
"7225","nm7","234","min","status","0"
"7226","nm7","234","ofv","estimate","2254.09880336813"
"7227","nm7","234","OMEGA1.1","estimate","0.177297"
"7228","nm7","234","OMEGA1.1","prse",NA
"7229","nm7","234","OMEGA2.1","estimate","0"
"7230","nm7","234","OMEGA2.1","prse",NA
"7231","nm7","234","OMEGA2.2","estimate","0.141465"
"7232","nm7","234","OMEGA2.2","prse",NA
"7233","nm7","234","OMEGA3.1","estimate","0"
"7234","nm7","234","OMEGA3.1","prse",NA
"7235","nm7","234","OMEGA3.2","estimate","0"
"7236","nm7","234","OMEGA3.2","prse",NA
"7237","nm7","234","OMEGA3.3","estimate","0.128378"
"7238","nm7","234","OMEGA3.3","prse",NA
"7239","nm7","234","SIGMA1.1","estimate","0.0795945"
"7240","nm7","234","SIGMA1.1","prse",NA
"7241","nm7","234","THETA1","estimate","8.9805"
"7242","nm7","234","THETA1","prse",NA
"7243","nm7","234","THETA2","estimate","18.1824"
"7244","nm7","234","THETA2","prse",NA
"7245","nm7","234","THETA3","estimate","0.0632669"
"7246","nm7","234","THETA3","prse",NA
"7247","nm7","234","THETA4","estimate","4.13444"
"7248","nm7","234","THETA4","prse",NA
"7249","nm7","234","THETA5","estimate","96.6421"
"7250","nm7","234","THETA5","prse",NA
"7251","nm7","234","THETA6","estimate","0.876366"
"7252","nm7","234","THETA6","prse",NA
"7253","nm7","234","THETA7","estimate","1.59346"
"7254","nm7","234","THETA7","prse",NA
"7255","nm7","235","prob","text","235 phase1 2 CMT like 1004 but diff. initial on V3"
"7256","nm7","235","min","status","0"
"7257","nm7","235","ofv","estimate","2694.23883349253"
"7258","nm7","235","OMEGA1.1","estimate","0.110711"
"7259","nm7","235","OMEGA1.1","prse",NA
"7260","nm7","235","OMEGA2.1","estimate","0"
"7261","nm7","235","OMEGA2.1","prse",NA
"7262","nm7","235","OMEGA2.2","estimate","0.20613"
"7263","nm7","235","OMEGA2.2","prse",NA
"7264","nm7","235","OMEGA3.1","estimate","0"
"7265","nm7","235","OMEGA3.1","prse",NA
"7266","nm7","235","OMEGA3.2","estimate","0"
"7267","nm7","235","OMEGA3.2","prse",NA
"7268","nm7","235","OMEGA3.3","estimate","0.0954371"
"7269","nm7","235","OMEGA3.3","prse",NA
"7270","nm7","235","SIGMA1.1","estimate","0.0751082"
"7271","nm7","235","SIGMA1.1","prse",NA
"7272","nm7","235","THETA1","estimate","9.29113"
"7273","nm7","235","THETA1","prse",NA
"7274","nm7","235","THETA2","estimate","21.0823"
"7275","nm7","235","THETA2","prse",NA
"7276","nm7","235","THETA3","estimate","0.0636715"
"7277","nm7","235","THETA3","prse",NA
"7278","nm7","235","THETA4","estimate","4.2187"
"7279","nm7","235","THETA4","prse",NA
"7280","nm7","235","THETA5","estimate","97.9335"
"7281","nm7","235","THETA5","prse",NA
"7282","nm7","235","THETA6","estimate","0.734889"
"7283","nm7","235","THETA6","prse",NA
"7284","nm7","235","THETA7","estimate","2.34151"
"7285","nm7","235","THETA7","prse",NA
"7286","nm7","236","prob","text","236 phase1 2 CMT like 1004 but diff. initial on V3"
"7287","nm7","236","min","status","0"
"7288","nm7","236","ofv","estimate","2523.74906026077"
"7289","nm7","236","OMEGA1.1","estimate","0.189122"
"7290","nm7","236","OMEGA1.1","prse",NA
"7291","nm7","236","OMEGA2.1","estimate","0"
"7292","nm7","236","OMEGA2.1","prse",NA
"7293","nm7","236","OMEGA2.2","estimate","0.148952"
"7294","nm7","236","OMEGA2.2","prse",NA
"7295","nm7","236","OMEGA3.1","estimate","0"
"7296","nm7","236","OMEGA3.1","prse",NA
"7297","nm7","236","OMEGA3.2","estimate","0"
"7298","nm7","236","OMEGA3.2","prse",NA
"7299","nm7","236","OMEGA3.3","estimate","0.150695"
"7300","nm7","236","OMEGA3.3","prse",NA
"7301","nm7","236","SIGMA1.1","estimate","0.0737696"
"7302","nm7","236","SIGMA1.1","prse",NA
"7303","nm7","236","THETA1","estimate","8.35112"
"7304","nm7","236","THETA1","prse",NA
"7305","nm7","236","THETA2","estimate","17.4319"
"7306","nm7","236","THETA2","prse",NA
"7307","nm7","236","THETA3","estimate","0.0612572"
"7308","nm7","236","THETA3","prse",NA
"7309","nm7","236","THETA4","estimate","3.4128"
"7310","nm7","236","THETA4","prse",NA
"7311","nm7","236","THETA5","estimate","105.371"
"7312","nm7","236","THETA5","prse",NA
"7313","nm7","236","THETA6","estimate","0.877701"
"7314","nm7","236","THETA6","prse",NA
"7315","nm7","236","THETA7","estimate","1.5006"
"7316","nm7","236","THETA7","prse",NA
"7317","nm7","237","prob","text","237 phase1 2 CMT like 1004 but diff. initial on V3"
"7318","nm7","237","min","status","0"
"7319","nm7","237","ofv","estimate","2002.43886330432"
"7320","nm7","237","OMEGA1.1","estimate","0.203709"
"7321","nm7","237","OMEGA1.1","prse",NA
"7322","nm7","237","OMEGA2.1","estimate","0"
"7323","nm7","237","OMEGA2.1","prse",NA
"7324","nm7","237","OMEGA2.2","estimate","0.0997085"
"7325","nm7","237","OMEGA2.2","prse",NA
"7326","nm7","237","OMEGA3.1","estimate","0"
"7327","nm7","237","OMEGA3.1","prse",NA
"7328","nm7","237","OMEGA3.2","estimate","0"
"7329","nm7","237","OMEGA3.2","prse",NA
"7330","nm7","237","OMEGA3.3","estimate","0.13849"
"7331","nm7","237","OMEGA3.3","prse",NA
"7332","nm7","237","SIGMA1.1","estimate","0.0680677"
"7333","nm7","237","SIGMA1.1","prse",NA
"7334","nm7","237","THETA1","estimate","8.55988"
"7335","nm7","237","THETA1","prse",NA
"7336","nm7","237","THETA2","estimate","21.4459"
"7337","nm7","237","THETA2","prse",NA
"7338","nm7","237","THETA3","estimate","0.0751229"
"7339","nm7","237","THETA3","prse",NA
"7340","nm7","237","THETA4","estimate","4.7227"
"7341","nm7","237","THETA4","prse",NA
"7342","nm7","237","THETA5","estimate","113.499"
"7343","nm7","237","THETA5","prse",NA
"7344","nm7","237","THETA6","estimate","0.691164"
"7345","nm7","237","THETA6","prse",NA
"7346","nm7","237","THETA7","estimate","2.21966"
"7347","nm7","237","THETA7","prse",NA
"7348","nm7","238","prob","text","238 phase1 2 CMT like 1004 but diff. initial on V3"
"7349","nm7","238","min","status","0"
"7350","nm7","238","ofv","estimate","2463.48215264809"
"7351","nm7","238","OMEGA1.1","estimate","0.195957"
"7352","nm7","238","OMEGA1.1","prse",NA
"7353","nm7","238","OMEGA2.1","estimate","0"
"7354","nm7","238","OMEGA2.1","prse",NA
"7355","nm7","238","OMEGA2.2","estimate","0.0791012"
"7356","nm7","238","OMEGA2.2","prse",NA
"7357","nm7","238","OMEGA3.1","estimate","0"
"7358","nm7","238","OMEGA3.1","prse",NA
"7359","nm7","238","OMEGA3.2","estimate","0"
"7360","nm7","238","OMEGA3.2","prse",NA
"7361","nm7","238","OMEGA3.3","estimate","0.162962"
"7362","nm7","238","OMEGA3.3","prse",NA
"7363","nm7","238","SIGMA1.1","estimate","0.0718954"
"7364","nm7","238","SIGMA1.1","prse",NA
"7365","nm7","238","THETA1","estimate","9.11473"
"7366","nm7","238","THETA1","prse",NA
"7367","nm7","238","THETA2","estimate","22.232"
"7368","nm7","238","THETA2","prse",NA
"7369","nm7","238","THETA3","estimate","0.066035"
"7370","nm7","238","THETA3","prse",NA
"7371","nm7","238","THETA4","estimate","4.14845"
"7372","nm7","238","THETA4","prse",NA
"7373","nm7","238","THETA5","estimate","93.3118"
"7374","nm7","238","THETA5","prse",NA
"7375","nm7","238","THETA6","estimate","0.946704"
"7376","nm7","238","THETA6","prse",NA
"7377","nm7","238","THETA7","estimate","1.59703"
"7378","nm7","238","THETA7","prse",NA
"7379","nm7","239","prob","text","239 phase1 2 CMT like 1004 but diff. initial on V3"
"7380","nm7","239","min","status","0"
"7381","nm7","239","ofv","estimate","1763.84024347359"
"7382","nm7","239","OMEGA1.1","estimate","0.143813"
"7383","nm7","239","OMEGA1.1","prse",NA
"7384","nm7","239","OMEGA2.1","estimate","0"
"7385","nm7","239","OMEGA2.1","prse",NA
"7386","nm7","239","OMEGA2.2","estimate","0.157941"
"7387","nm7","239","OMEGA2.2","prse",NA
"7388","nm7","239","OMEGA3.1","estimate","0"
"7389","nm7","239","OMEGA3.1","prse",NA
"7390","nm7","239","OMEGA3.2","estimate","0"
"7391","nm7","239","OMEGA3.2","prse",NA
"7392","nm7","239","OMEGA3.3","estimate","0.111148"
"7393","nm7","239","OMEGA3.3","prse",NA
"7394","nm7","239","SIGMA1.1","estimate","0.082747"
"7395","nm7","239","SIGMA1.1","prse",NA
"7396","nm7","239","THETA1","estimate","10.0836"
"7397","nm7","239","THETA1","prse",NA
"7398","nm7","239","THETA2","estimate","24.4542"
"7399","nm7","239","THETA2","prse",NA
"7400","nm7","239","THETA3","estimate","0.0642296"
"7401","nm7","239","THETA3","prse",NA
"7402","nm7","239","THETA4","estimate","4.48802"
"7403","nm7","239","THETA4","prse",NA
"7404","nm7","239","THETA5","estimate","169.599"
"7405","nm7","239","THETA5","prse",NA
"7406","nm7","239","THETA6","estimate","0.929287"
"7407","nm7","239","THETA6","prse",NA
"7408","nm7","239","THETA7","estimate","1.44077"
"7409","nm7","239","THETA7","prse",NA
"7410","nm7","240","prob","text","240 phase1 2 CMT like 1004 but diff. initial on V3"
"7411","nm7","240","min","status","0"
"7412","nm7","240","ofv","estimate","2359.66478421349"
"7413","nm7","240","OMEGA1.1","estimate","0.173899"
"7414","nm7","240","OMEGA1.1","prse",NA
"7415","nm7","240","OMEGA2.1","estimate","0"
"7416","nm7","240","OMEGA2.1","prse",NA
"7417","nm7","240","OMEGA2.2","estimate","0.0973483"
"7418","nm7","240","OMEGA2.2","prse",NA
"7419","nm7","240","OMEGA3.1","estimate","0"
"7420","nm7","240","OMEGA3.1","prse",NA
"7421","nm7","240","OMEGA3.2","estimate","0"
"7422","nm7","240","OMEGA3.2","prse",NA
"7423","nm7","240","OMEGA3.3","estimate","0.123682"
"7424","nm7","240","OMEGA3.3","prse",NA
"7425","nm7","240","SIGMA1.1","estimate","0.0611024"
"7426","nm7","240","SIGMA1.1","prse",NA
"7427","nm7","240","THETA1","estimate","9.64301"
"7428","nm7","240","THETA1","prse",NA
"7429","nm7","240","THETA2","estimate","23.8401"
"7430","nm7","240","THETA2","prse",NA
"7431","nm7","240","THETA3","estimate","0.0756315"
"7432","nm7","240","THETA3","prse",NA
"7433","nm7","240","THETA4","estimate","4.32727"
"7434","nm7","240","THETA4","prse",NA
"7435","nm7","240","THETA5","estimate","108"
"7436","nm7","240","THETA5","prse",NA
"7437","nm7","240","THETA6","estimate","1.16387"
"7438","nm7","240","THETA6","prse",NA
"7439","nm7","240","THETA7","estimate","0.981311"
"7440","nm7","240","THETA7","prse",NA
"7441","nm7","241","prob","text","241 phase1 2 CMT like 1004 but diff. initial on V3"
"7442","nm7","241","min","status","0"
"7443","nm7","241","ofv","estimate","2494.96047128428"
"7444","nm7","241","OMEGA1.1","estimate","0.167125"
"7445","nm7","241","OMEGA1.1","prse",NA
"7446","nm7","241","OMEGA2.1","estimate","0"
"7447","nm7","241","OMEGA2.1","prse",NA
"7448","nm7","241","OMEGA2.2","estimate","0.110535"
"7449","nm7","241","OMEGA2.2","prse",NA
"7450","nm7","241","OMEGA3.1","estimate","0"
"7451","nm7","241","OMEGA3.1","prse",NA
"7452","nm7","241","OMEGA3.2","estimate","0"
"7453","nm7","241","OMEGA3.2","prse",NA
"7454","nm7","241","OMEGA3.3","estimate","0.116918"
"7455","nm7","241","OMEGA3.3","prse",NA
"7456","nm7","241","SIGMA1.1","estimate","0.0649763"
"7457","nm7","241","SIGMA1.1","prse",NA
"7458","nm7","241","THETA1","estimate","9.57268"
"7459","nm7","241","THETA1","prse",NA
"7460","nm7","241","THETA2","estimate","22.1787"
"7461","nm7","241","THETA2","prse",NA
"7462","nm7","241","THETA3","estimate","0.0720825"
"7463","nm7","241","THETA3","prse",NA
"7464","nm7","241","THETA4","estimate","3.95468"
"7465","nm7","241","THETA4","prse",NA
"7466","nm7","241","THETA5","estimate","116.644"
"7467","nm7","241","THETA5","prse",NA
"7468","nm7","241","THETA6","estimate","0.845115"
"7469","nm7","241","THETA6","prse",NA
"7470","nm7","241","THETA7","estimate","1.5888"
"7471","nm7","241","THETA7","prse",NA
"7472","nm7","242","prob","text","242 phase1 2 CMT like 1004 but diff. initial on V3"
"7473","nm7","242","min","status","0"
"7474","nm7","242","ofv","estimate","2691.4864958576"
"7475","nm7","242","OMEGA1.1","estimate","0.205918"
"7476","nm7","242","OMEGA1.1","prse",NA
"7477","nm7","242","OMEGA2.1","estimate","0"
"7478","nm7","242","OMEGA2.1","prse",NA
"7479","nm7","242","OMEGA2.2","estimate","0.116521"
"7480","nm7","242","OMEGA2.2","prse",NA
"7481","nm7","242","OMEGA3.1","estimate","0"
"7482","nm7","242","OMEGA3.1","prse",NA
"7483","nm7","242","OMEGA3.2","estimate","0"
"7484","nm7","242","OMEGA3.2","prse",NA
"7485","nm7","242","OMEGA3.3","estimate","0.0802753"
"7486","nm7","242","OMEGA3.3","prse",NA
"7487","nm7","242","SIGMA1.1","estimate","0.0671646"
"7488","nm7","242","SIGMA1.1","prse",NA
"7489","nm7","242","THETA1","estimate","8.05644"
"7490","nm7","242","THETA1","prse",NA
"7491","nm7","242","THETA2","estimate","23.3037"
"7492","nm7","242","THETA2","prse",NA
"7493","nm7","242","THETA3","estimate","0.0721523"
"7494","nm7","242","THETA3","prse",NA
"7495","nm7","242","THETA4","estimate","4.41557"
"7496","nm7","242","THETA4","prse",NA
"7497","nm7","242","THETA5","estimate","117.669"
"7498","nm7","242","THETA5","prse",NA
"7499","nm7","242","THETA6","estimate","1.07387"
"7500","nm7","242","THETA6","prse",NA
"7501","nm7","242","THETA7","estimate","1.79666"
"7502","nm7","242","THETA7","prse",NA
"7503","nm7","243","prob","text","243 phase1 2 CMT like 1004 but diff. initial on V3"
"7504","nm7","243","min","status","0"
"7505","nm7","243","ofv","estimate","2545.32665828345"
"7506","nm7","243","OMEGA1.1","estimate","0.178149"
"7507","nm7","243","OMEGA1.1","prse",NA
"7508","nm7","243","OMEGA2.1","estimate","0"
"7509","nm7","243","OMEGA2.1","prse",NA
"7510","nm7","243","OMEGA2.2","estimate","0.121935"
"7511","nm7","243","OMEGA2.2","prse",NA
"7512","nm7","243","OMEGA3.1","estimate","0"
"7513","nm7","243","OMEGA3.1","prse",NA
"7514","nm7","243","OMEGA3.2","estimate","0"
"7515","nm7","243","OMEGA3.2","prse",NA
"7516","nm7","243","OMEGA3.3","estimate","0.109149"
"7517","nm7","243","OMEGA3.3","prse",NA
"7518","nm7","243","SIGMA1.1","estimate","0.0706752"
"7519","nm7","243","SIGMA1.1","prse",NA
"7520","nm7","243","THETA1","estimate","8.72237"
"7521","nm7","243","THETA1","prse",NA
"7522","nm7","243","THETA2","estimate","21.2789"
"7523","nm7","243","THETA2","prse",NA
"7524","nm7","243","THETA3","estimate","0.0713499"
"7525","nm7","243","THETA3","prse",NA
"7526","nm7","243","THETA4","estimate","4.25654"
"7527","nm7","243","THETA4","prse",NA
"7528","nm7","243","THETA5","estimate","112.147"
"7529","nm7","243","THETA5","prse",NA
"7530","nm7","243","THETA6","estimate","0.999996"
"7531","nm7","243","THETA6","prse",NA
"7532","nm7","243","THETA7","estimate","1.4829"
"7533","nm7","243","THETA7","prse",NA
"7534","nm7","244","prob","text","244 phase1 2 CMT like 1004 but diff. initial on V3"
"7535","nm7","244","min","status","0"
"7536","nm7","244","ofv","estimate","2414.66419691055"
"7537","nm7","244","OMEGA1.1","estimate","0.233153"
"7538","nm7","244","OMEGA1.1","prse",NA
"7539","nm7","244","OMEGA2.1","estimate","0"
"7540","nm7","244","OMEGA2.1","prse",NA
"7541","nm7","244","OMEGA2.2","estimate","0.0623431"
"7542","nm7","244","OMEGA2.2","prse",NA
"7543","nm7","244","OMEGA3.1","estimate","0"
"7544","nm7","244","OMEGA3.1","prse",NA
"7545","nm7","244","OMEGA3.2","estimate","0"
"7546","nm7","244","OMEGA3.2","prse",NA
"7547","nm7","244","OMEGA3.3","estimate","0.0381052"
"7548","nm7","244","OMEGA3.3","prse",NA
"7549","nm7","244","SIGMA1.1","estimate","0.0697726"
"7550","nm7","244","SIGMA1.1","prse",NA
"7551","nm7","244","THETA1","estimate","6.11644"
"7552","nm7","244","THETA1","prse",NA
"7553","nm7","244","THETA2","estimate","17.9759"
"7554","nm7","244","THETA2","prse",NA
"7555","nm7","244","THETA3","estimate","0.0608858"
"7556","nm7","244","THETA3","prse",NA
"7557","nm7","244","THETA4","estimate","4.10808"
"7558","nm7","244","THETA4","prse",NA
"7559","nm7","244","THETA5","estimate","991"
"7560","nm7","244","THETA5","prse",NA
"7561","nm7","244","THETA6","estimate","1.10541"
"7562","nm7","244","THETA6","prse",NA
"7563","nm7","244","THETA7","estimate","1.62092"
"7564","nm7","244","THETA7","prse",NA
"7565","nm7","245","prob","text","245 phase1 2 CMT like 1004 but diff. initial on V3"
"7566","nm7","245","min","status","0"
"7567","nm7","245","ofv","estimate","2426.60311130265"
"7568","nm7","245","OMEGA1.1","estimate","0.255278"
"7569","nm7","245","OMEGA1.1","prse",NA
"7570","nm7","245","OMEGA2.1","estimate","0"
"7571","nm7","245","OMEGA2.1","prse",NA
"7572","nm7","245","OMEGA2.2","estimate","0.104461"
"7573","nm7","245","OMEGA2.2","prse",NA
"7574","nm7","245","OMEGA3.1","estimate","0"
"7575","nm7","245","OMEGA3.1","prse",NA
"7576","nm7","245","OMEGA3.2","estimate","0"
"7577","nm7","245","OMEGA3.2","prse",NA
"7578","nm7","245","OMEGA3.3","estimate","0.119578"
"7579","nm7","245","OMEGA3.3","prse",NA
"7580","nm7","245","SIGMA1.1","estimate","0.064684"
"7581","nm7","245","SIGMA1.1","prse",NA
"7582","nm7","245","THETA1","estimate","7.06622"
"7583","nm7","245","THETA1","prse",NA
"7584","nm7","245","THETA2","estimate","24.7515"
"7585","nm7","245","THETA2","prse",NA
"7586","nm7","245","THETA3","estimate","0.0765975"
"7587","nm7","245","THETA3","prse",NA
"7588","nm7","245","THETA4","estimate","5.02772"
"7589","nm7","245","THETA4","prse",NA
"7590","nm7","245","THETA5","estimate","140.252"
"7591","nm7","245","THETA5","prse",NA
"7592","nm7","245","THETA6","estimate","1.00636"
"7593","nm7","245","THETA6","prse",NA
"7594","nm7","245","THETA7","estimate","2.39873"
"7595","nm7","245","THETA7","prse",NA
"7596","nm7","246","prob","text","246 phase1 2 CMT like 1004 but diff. initial on V3"
"7597","nm7","246","min","status","0"
"7598","nm7","246","ofv","estimate","2237.33638554174"
"7599","nm7","246","OMEGA1.1","estimate","0.169717"
"7600","nm7","246","OMEGA1.1","prse",NA
"7601","nm7","246","OMEGA2.1","estimate","0"
"7602","nm7","246","OMEGA2.1","prse",NA
"7603","nm7","246","OMEGA2.2","estimate","0.140214"
"7604","nm7","246","OMEGA2.2","prse",NA
"7605","nm7","246","OMEGA3.1","estimate","0"
"7606","nm7","246","OMEGA3.1","prse",NA
"7607","nm7","246","OMEGA3.2","estimate","0"
"7608","nm7","246","OMEGA3.2","prse",NA
"7609","nm7","246","OMEGA3.3","estimate","0.133683"
"7610","nm7","246","OMEGA3.3","prse",NA
"7611","nm7","246","SIGMA1.1","estimate","0.0855038"
"7612","nm7","246","SIGMA1.1","prse",NA
"7613","nm7","246","THETA1","estimate","8.0193"
"7614","nm7","246","THETA1","prse",NA
"7615","nm7","246","THETA2","estimate","19.3037"
"7616","nm7","246","THETA2","prse",NA
"7617","nm7","246","THETA3","estimate","0.0582567"
"7618","nm7","246","THETA3","prse",NA
"7619","nm7","246","THETA4","estimate","3.53285"
"7620","nm7","246","THETA4","prse",NA
"7621","nm7","246","THETA5","estimate","99.7674"
"7622","nm7","246","THETA5","prse",NA
"7623","nm7","246","THETA6","estimate","1.06502"
"7624","nm7","246","THETA6","prse",NA
"7625","nm7","246","THETA7","estimate","1.59859"
"7626","nm7","246","THETA7","prse",NA
